Code,종목명,매수일,매도일,매수가,매도가,수익률(%)
005930,삼성전자,2025-09-16,2025-09-23,79400,84700,6.68
005930,삼성전자,2026-04-09,2026-04-16,204000,217500,6.62
000660,SK하이닉스,2025-09-09,2025-09-16,288000,348000,20.83
005935,삼성전자우,2025-09-16,2025-09-23,63800,67200,5.33
373220,LG에너지솔루션,2026-02-25,2026-03-05,426000,371500,-12.79
005380,현대차,2026-01-09,2026-01-16,366000,413000,12.84
005380,현대차,2026-02-25,2026-03-05,572000,548000,-4.2
005380,현대차,2026-04-16,2026-04-23,534000,532000,-0.37
034020,두산에너빌리티,2026-02-13,2026-02-25,96700,103200,6.72
034020,두산에너빌리티,2026-04-16,2026-04-23,110800,122600,10.65
012450,한화에어로스페이스,2026-03-05,2026-03-12,1381000,1465000,6.08
329180,HD현대중공업,2026-04-23,2026-04-30,641000,685000,6.86
207940,삼성바이오로직스,2025-09-09,2025-09-16,1532085,1524727,-0.48
000270,기아,2025-10-21,2025-10-28,115800,113600,-1.9
000270,기아,2026-01-09,2026-01-16,133200,151100,13.44
006400,삼성SDI,2026-04-02,2026-04-09,443000,480000,8.35
032830,삼성생명,2025-10-14,2025-10-21,167000,159700,-4.37
267260,HD현대일렉트릭,2026-04-09,2026-04-16,980000,1085000,10.71
055550,신한지주,2025-12-02,2025-12-09,81400,78400,-3.69
010120,LS ELECTRIC,2025-10-21,2025-10-28,62200,76900,23.63
068270,셀트리온,2025-09-23,2025-09-30,184200,173400,-5.86
068270,셀트리온,2026-01-02,2026-01-09,202500,217000,7.16
042660,한화오션,2025-10-21,2025-10-28,120700,131500,8.95
042660,한화오션,2025-12-23,2026-01-02,123400,114700,-7.05
005490,POSCO홀딩스,2026-01-16,2026-01-23,331500,368000,11.01
005490,POSCO홀딩스,2026-04-02,2026-04-09,341000,367000,7.62
006800,미래에셋증권,2025-10-21,2025-10-28,23896,25837,8.12
006800,미래에셋증권,2025-12-23,2026-01-02,23796,24543,3.14
012330,현대모비스,2025-10-21,2025-10-28,308500,304500,-1.3
012330,현대모비스,2025-12-02,2025-12-09,317000,359000,13.25
012330,현대모비스,2026-02-25,2026-03-05,469500,432000,-7.99
042700,한미반도체,2025-09-16,2025-09-23,93300,96000,2.89
042700,한미반도체,2025-12-23,2026-01-02,127000,144500,13.78
010130,고려아연,2025-10-14,2025-10-21,1386000,1207000,-12.91
010130,고려아연,2026-01-16,2026-01-23,1585000,1580000,-0.32
010130,고려아연,2026-02-25,2026-03-05,2115000,1759000,-16.83
009540,HD한국조선해양,2025-10-14,2025-10-21,408000,438500,7.48
051910,LG화학,2026-01-23,2026-01-30,358000,310500,-13.27
051910,LG화학,2026-02-25,2026-03-05,387500,324500,-16.26
051910,LG화학,2026-04-09,2026-04-16,355000,357500,0.7
015760,한국전력,2025-10-21,2025-10-28,43850,44000,0.34
010140,삼성중공업,2025-12-09,2025-12-16,27050,24900,-7.95
010140,삼성중공업,2026-01-09,2026-01-16,28650,29750,3.84
010140,삼성중공업,2026-03-12,2026-03-19,30850,28500,-7.62
000150,두산,2025-10-21,2025-10-28,749000,875000,16.82
000150,두산,2026-04-09,2026-04-16,1295000,1335000,3.09
096770,SK이노베이션,2025-10-21,2025-10-28,124700,132000,5.85
316140,우리금융지주,2025-09-16,2025-09-23,26750,26450,-1.12
316140,우리금융지주,2025-12-02,2025-12-09,29000,27950,-3.62
267250,HD현대,2026-04-16,2026-04-23,259000,280000,8.11
003670,포스코퓨처엠,2026-04-02,2026-04-09,213000,218000,2.35
066570,LG전자,2025-10-14,2025-10-21,83000,89200,7.47
066570,LG전자,2026-01-16,2026-01-23,98400,105600,7.32
079550,LIG디펜스앤에어로스페이스,2025-09-16,2025-09-23,542000,493500,-8.95
079550,LIG디펜스앤에어로스페이스,2026-04-09,2026-04-16,887000,883000,-0.45
000810,삼성화재,2026-04-16,2026-04-23,490000,463000,-5.51
035720,카카오,2025-10-28,2025-11-04,63700,64200,0.78
035720,카카오,2026-01-02,2026-01-09,62100,58200,-6.28
033780,KT&G,2025-12-16,2025-12-23,150000,145500,-3.0
138040,메리츠금융지주,2026-01-30,2026-02-06,116600,122600,5.15
047810,한국항공우주,2025-11-18,2025-11-25,112500,108600,-3.47
047810,한국항공우주,2026-02-13,2026-02-25,176700,182500,3.28
047810,한국항공우주,2026-04-09,2026-04-16,199900,189900,-5.0
006260,LS,2025-10-21,2025-10-28,198900,217500,9.35
006260,LS,2025-12-16,2025-12-23,192800,186000,-3.53
003550,LG,2026-01-16,2026-01-23,87500,93300,6.63
047050,포스코인터내셔널,2025-12-02,2025-12-09,55600,55500,-0.18
047050,포스코인터내셔널,2026-01-16,2026-01-23,57300,63300,10.47
047050,포스코인터내셔널,2026-03-12,2026-03-19,79500,71800,-9.69
030200,KT,2026-04-09,2026-04-16,61000,63600,4.26
071050,한국금융지주,2025-09-09,2025-09-16,141500,158300,11.87
071050,한국금융지주,2025-10-21,2025-10-28,173300,175000,0.98
010950,S-Oil,2026-01-09,2026-01-16,84000,89700,6.79
259960,크래프톤,2026-04-16,2026-04-23,256500,266500,3.9
047040,대우건설,2026-01-16,2026-01-23,4500,5170,14.89
0126Z0,삼성에피스홀딩스,2026-02-24,2026-03-04,674000,525000,-22.11
0126Z0,삼성에피스홀딩스,2026-04-15,2026-04-22,607000,562000,-7.41
005940,NH투자증권,2025-09-09,2025-09-16,20200,21250,5.2
018260,삼성에스디에스,2025-09-09,2025-09-16,161300,166600,3.29
018260,삼성에스디에스,2026-04-16,2026-04-23,191000,178400,-6.6
016360,삼성증권,2025-09-09,2025-09-16,72600,75500,3.99
016360,삼성증권,2025-10-21,2025-10-28,76900,77900,1.3
307950,현대오토에버,2025-12-02,2025-12-09,233500,301500,29.12
307950,현대오토에버,2026-02-25,2026-03-05,495000,402500,-18.69
307950,현대오토에버,2026-04-16,2026-04-23,437000,440000,0.69
443060,HD현대마린솔루션,2025-10-14,2025-10-21,232500,242000,4.09
443060,HD현대마린솔루션,2026-04-16,2026-04-23,181800,228000,25.41
323410,카카오뱅크,2026-01-23,2026-01-30,23500,22900,-2.55
001440,대한전선,2025-10-14,2025-10-21,17240,17620,2.2
352820,하이브,2025-10-28,2025-11-04,311500,341000,9.47
039490,키움증권,2025-09-09,2025-09-16,231000,266500,15.37
005830,DB손해보험,2026-03-26,2026-04-02,175900,162200,-7.79
028050,삼성E&A,2025-12-09,2025-12-16,24600,24900,1.22
062040,산일전기,2026-03-26,2026-04-02,168600,132500,-21.41
003230,삼양식품,2026-01-30,2026-02-06,1180000,1060000,-10.17
000880,한화,2025-10-28,2025-11-04,98200,93600,-4.68
000880,한화,2026-01-09,2026-01-16,91400,124600,36.32
000880,한화,2026-02-25,2026-03-05,139100,127700,-8.2
267270,HD건설기계,2025-10-21,2025-10-28,99700,107900,8.22
003490,대한항공,2026-01-16,2026-01-23,24300,24100,-0.82
005387,현대차2우B,2025-10-21,2025-10-28,190000,189900,-0.05
066970,엘앤에프,2026-03-26,2026-04-02,144500,161600,11.83
009830,한화솔루션,2025-10-21,2025-10-28,29800,32350,8.56
009830,한화솔루션,2026-01-16,2026-01-23,28650,29700,3.66
009830,한화솔루션,2026-02-06,2026-02-13,42000,45900,9.29
009830,한화솔루션,2026-03-26,2026-04-02,36800,35600,-3.26
090430,아모레퍼시픽,2026-01-23,2026-01-30,133300,138800,4.13
161390,한국타이어앤테크놀로지,2025-10-14,2025-10-21,39650,43950,10.84
161390,한국타이어앤테크놀로지,2026-04-09,2026-04-16,63300,60400,-4.58
180640,한진칼,2025-10-28,2025-11-04,112500,103200,-8.27
