Code,종목명,매수일,매도일,매수가,매도가,수익률(%)
005380,현대차,2025-12-05,2025-12-12,315000,301500,-4.29
005380,현대차,2026-01-07,2026-01-14,350500,411500,17.4
032830,삼성생명,2025-10-10,2025-10-17,160000,156700,-2.06
329180,HD현대중공업,2026-03-03,2026-03-10,590000,583000,-1.19
329180,HD현대중공업,2026-04-21,2026-04-28,576000,667000,15.8
028260,삼성물산,2026-01-07,2026-01-14,265000,283500,6.98
000270,기아,2025-12-05,2025-12-12,123600,125800,1.78
000270,기아,2026-01-07,2026-01-14,129300,143000,10.6
207940,삼성바이오로직스,2026-04-14,2026-04-21,1536000,1588000,3.39
012450,한화에어로스페이스,2025-12-29,2026-01-07,949000,1010000,6.43
012450,한화에어로스페이스,2026-03-03,2026-03-10,1432000,1455000,1.61
105560,KB금융,2026-03-31,2026-04-07,141900,146700,3.38
006400,삼성SDI,2026-03-31,2026-04-07,408000,456500,11.89
034730,SK,2026-01-07,2026-01-14,282000,295500,4.79
066570,LG전자,2025-12-05,2025-12-12,99700,96400,-3.31
066570,LG전자,2026-01-21,2026-01-28,109300,99900,-8.6
066570,LG전자,2026-02-11,2026-02-23,127900,132600,3.67
068270,셀트리온,2025-09-26,2025-10-10,178000,173600,-2.47
068270,셀트리온,2025-11-14,2025-11-21,196100,187400,-4.44
068270,셀트리온,2026-01-07,2026-01-14,211000,211500,0.24
068270,셀트리온,2026-02-11,2026-02-23,239500,243000,1.46
267260,HD현대일렉트릭,2026-01-07,2026-01-14,821000,922000,12.3
035420,NAVER,2026-01-07,2026-01-14,252500,259500,2.77
035420,NAVER,2026-01-28,2026-02-04,277500,264500,-4.68
010120,LS ELECTRIC,2025-10-17,2025-10-24,60400,73700,22.02
010120,LS ELECTRIC,2026-04-14,2026-04-21,185600,184700,-0.48
011070,LG이노텍,2026-02-23,2026-03-03,271000,285000,5.17
298040,효성중공업,2025-12-12,2025-12-19,1962000,1850000,-5.71
298040,효성중공업,2026-01-14,2026-01-21,2125000,2319000,9.13
298040,효성중공업,2026-04-14,2026-04-21,3042000,3002000,-1.31
006800,미래에셋증권,2026-04-14,2026-04-21,72400,68800,-4.97
006800,미래에셋증권,2026-05-07,2026-05-14,79000,72300,-8.48
005490,POSCO홀딩스,2025-10-17,2025-10-24,293000,325500,11.09
005490,POSCO홀딩스,2025-12-12,2025-12-19,319500,302500,-5.32
005490,POSCO홀딩스,2026-01-14,2026-01-21,345000,351000,1.74
000150,두산,2025-10-17,2025-10-24,697000,801000,14.92
086790,하나금융지주,2025-11-07,2025-11-14,92000,94400,2.61
009540,HD한국조선해양,2026-01-14,2026-01-21,427500,428500,0.23
009540,HD한국조선해양,2026-02-23,2026-03-03,472000,441500,-6.46
010130,고려아연,2026-05-07,2026-05-14,1560000,1511000,-3.14
042700,한미반도체,2025-12-29,2026-01-07,130400,186500,43.02
051910,LG화학,2025-10-17,2025-10-24,339000,401000,18.29
307950,현대오토에버,2025-12-05,2025-12-12,283500,294000,3.7
000810,삼성화재,2026-04-14,2026-04-21,489500,468000,-4.39
000810,삼성화재,2026-05-07,2026-05-14,490000,538000,9.8
015760,한국전력,2025-10-17,2025-10-24,42700,43300,1.41
010140,삼성중공업,2026-03-03,2026-03-10,28000,27850,-0.54
018260,삼성에스디에스,2026-01-07,2026-01-14,177700,180700,1.69
003550,LG,2025-12-05,2025-12-12,85600,84000,-1.87
267250,HD현대,2026-01-14,2026-01-21,238500,254500,6.71
064350,현대로템,2026-03-03,2026-03-10,249000,207500,-16.67
017670,SK텔레콤,2026-01-14,2026-01-21,54900,61000,11.11
096770,SK이노베이션,2025-10-17,2025-10-24,116600,134800,15.61
272210,한화시스템,2025-10-31,2025-11-07,59900,52500,-12.35
272210,한화시스템,2025-12-12,2025-12-19,53100,54300,2.26
033780,KT&G,2026-03-31,2026-04-07,159200,154700,-2.83
035720,카카오,2026-01-07,2026-01-14,59300,58800,-0.84
035720,카카오,2026-03-03,2026-03-10,56200,51800,-7.83
011200,HMM,2025-12-05,2025-12-12,20550,20750,0.97
086280,현대글로비스,2025-12-05,2025-12-12,179300,182300,1.67
079550,LIG디펜스앤에어로스페이스,2025-10-10,2025-10-17,480000,433500,-9.69
079550,LIG디펜스앤에어로스페이스,2025-12-19,2025-12-29,416000,431000,3.61
079550,LIG디펜스앤에어로스페이스,2026-03-03,2026-03-10,661000,759000,14.83
047810,한국항공우주,2025-12-12,2025-12-19,115100,108800,-5.47
000720,현대건설,2025-10-17,2025-10-24,56000,66600,18.93
024110,기업은행,2025-11-07,2025-11-14,19700,20650,4.82
278470,에이피알,2026-01-21,2026-01-28,256500,271000,5.65
006260,LS,2025-10-17,2025-10-24,187800,211500,12.62
006260,LS,2025-12-12,2025-12-19,195000,185700,-4.77
071050,한국금융지주,2025-12-12,2025-12-19,167400,162700,-2.81
010950,S-Oil,2026-01-07,2026-01-14,80900,87200,7.79
0126Z0,삼성에피스홀딩스,2026-02-24,2026-03-04,674000,525000,-22.11
0126Z0,삼성에피스홀딩스,2026-04-15,2026-04-22,607000,562000,-7.41
259960,크래프톤,2026-01-07,2026-01-14,232000,235000,1.29
047050,포스코인터내셔널,2025-10-17,2025-10-24,52900,58100,9.83
047050,포스코인터내셔널,2026-01-14,2026-01-21,55200,62400,13.04
047050,포스코인터내셔널,2026-03-10,2026-03-17,75800,72000,-5.01
064400,LG씨엔에스,2025-10-31,2025-11-07,66300,55400,-16.44
064400,LG씨엔에스,2025-12-05,2025-12-12,67200,68500,1.93
064400,LG씨엔에스,2026-01-21,2026-01-28,70500,69200,-1.84
047040,대우건설,2025-10-24,2025-10-31,3820,3750,-1.83
047040,대우건설,2026-01-14,2026-01-21,3940,4765,20.94
028050,삼성E&A,2026-03-24,2026-03-31,33800,35700,5.62
443060,HD현대마린솔루션,2026-04-14,2026-04-21,185600,230000,23.92
003490,대한항공,2026-05-07,2026-05-14,26350,27300,3.61
039490,키움증권,2026-04-14,2026-04-21,480000,451500,-5.94
005387,현대차2우B,2025-12-05,2025-12-12,216000,210500,-2.55
007660,이수페타시스,2025-10-17,2025-10-24,84900,93600,10.25
007660,이수페타시스,2026-01-28,2026-02-04,125400,125400,0.0
353200,대덕전자,2026-03-17,2026-03-24,67200,77600,15.48
003230,삼양식품,2026-02-23,2026-03-03,1248000,1172000,-6.09
003230,삼양식품,2026-05-14,2026-05-21,1439000,1319000,-8.34
001440,대한전선,2025-12-12,2025-12-19,24000,22650,-5.63
161390,한국타이어앤테크놀로지,2026-01-21,2026-01-28,65400,65000,-0.61
034220,LG디스플레이,2026-02-23,2026-03-03,13960,12860,-7.88
034220,LG디스플레이,2026-05-14,2026-05-21,15340,14740,-3.91
062040,산일전기,2025-10-17,2025-10-24,132000,144700,9.62
062040,산일전기,2026-01-14,2026-01-21,144700,141800,-2.0
062040,산일전기,2026-04-14,2026-04-21,183600,205000,11.66
267270,HD건설기계,2025-10-24,2025-10-31,109800,100000,-8.93
267270,HD건설기계,2026-02-04,2026-02-11,126900,136600,7.64
009830,한화솔루션,2025-10-24,2025-10-31,32100,30600,-4.67
009830,한화솔루션,2025-12-12,2025-12-19,28150,26900,-4.44
009830,한화솔루션,2026-01-14,2026-01-21,28950,27250,-5.87
009830,한화솔루션,2026-02-04,2026-02-11,36450,48000,31.69
454910,두산로보틱스,2025-12-05,2025-12-12,80800,84000,3.96
454910,두산로보틱스,2026-01-07,2026-01-14,86800,87900,1.27
066970,엘앤에프,2026-03-24,2026-03-31,125000,143900,15.12
000100,유한양행,2025-11-14,2025-11-21,125000,116700,-6.64
090430,아모레퍼시픽,2026-01-07,2026-01-14,120700,119900,-0.66
090430,아모레퍼시픽,2026-04-28,2026-05-07,146200,129900,-11.15
010060,OCI홀딩스,2025-12-19,2025-12-29,114800,116300,1.31
010060,OCI홀딩스,2026-04-21,2026-04-28,298500,367500,23.12
005385,현대차우,2025-12-05,2025-12-12,210500,207500,-1.43
