Code,종목명,매수일,매도일,매수가,매도가,수익률(%)
000660,SK하이닉스,2026-04-08,2026-04-15,1033000,1136000,9.97
373220,LG에너지솔루션,2025-12-08,2025-12-15,451500,442500,-1.99
329180,HD현대중공업,2026-01-08,2026-01-15,582000,631000,8.42
028260,삼성물산,2026-04-08,2026-04-15,309000,307500,-0.49
009150,삼성전기,2026-01-08,2026-01-15,272000,289500,6.43
207940,삼성바이오로직스,2026-01-08,2026-01-15,1885000,1965000,4.24
012450,한화에어로스페이스,2026-03-04,2026-03-11,1323000,1410000,6.58
006400,삼성SDI,2026-02-24,2026-03-04,421500,351000,-16.73
267260,HD현대일렉트릭,2026-01-08,2026-01-15,862000,892000,3.48
267260,HD현대일렉트릭,2026-01-15,2026-01-22,892000,888000,-0.45
010120,LS ELECTRIC,2025-10-20,2025-10-27,63900,75000,17.37
010120,LS ELECTRIC,2026-01-15,2026-01-22,105200,103400,-1.71
055550,신한지주,2025-11-10,2025-11-17,78800,78200,-0.76
006800,미래에셋증권,2025-10-20,2025-10-27,25141,25688,2.18
006800,미래에셋증권,2025-12-22,2025-12-30,22900,23249,1.52
006800,미래에셋증권,2026-03-11,2026-03-18,71091,69900,-1.68
005490,POSCO홀딩스,2026-01-15,2026-01-22,351500,359500,2.28
005490,POSCO홀딩스,2026-02-12,2026-02-24,383000,399500,4.31
298040,효성중공업,2026-04-08,2026-04-15,2930000,2965000,1.19
034730,SK,2025-11-10,2025-11-17,270500,268000,-0.92
034730,SK,2026-03-11,2026-03-18,359500,352500,-1.95
042660,한화오션,2025-10-20,2025-10-27,113700,139700,22.87
042660,한화오션,2026-03-11,2026-03-18,133600,132900,-0.52
042660,한화오션,2026-04-22,2026-04-29,135000,132300,-2.0
042700,한미반도체,2025-12-22,2025-12-30,127000,127400,0.31
042700,한미반도체,2026-02-12,2026-02-24,209500,210000,0.24
042700,한미반도체,2026-03-04,2026-03-11,259000,312500,20.66
010130,고려아연,2025-10-13,2025-10-20,1153000,1224000,6.16
010130,고려아연,2026-01-15,2026-01-22,1438000,1555000,8.14
010130,고려아연,2026-04-08,2026-04-15,1585000,1660000,4.73
009540,HD한국조선해양,2026-01-08,2026-01-15,424500,440000,3.65
051910,LG화학,2026-01-22,2026-01-29,350500,343000,-2.14
010140,삼성중공업,2026-01-08,2026-01-15,26350,30150,14.42
010140,삼성중공업,2026-03-11,2026-03-18,28800,29100,1.04
000150,두산,2026-01-22,2026-01-29,900000,889000,-1.22
000150,두산,2026-02-12,2026-02-24,973000,1101000,13.16
000150,두산,2026-04-08,2026-04-15,1204000,1358000,12.79
003670,포스코퓨처엠,2025-12-08,2025-12-15,220500,227000,2.95
066570,LG전자,2025-10-13,2025-10-20,81000,91000,12.35
066570,LG전자,2026-02-12,2026-02-24,121400,134500,10.79
066570,LG전자,2026-04-08,2026-04-15,116700,122200,4.71
064350,현대로템,2025-12-08,2025-12-15,192100,181400,-5.57
316140,우리금융지주,2026-01-22,2026-01-29,29100,30500,4.81
267250,HD현대,2026-02-12,2026-02-24,261000,295500,13.22
096770,SK이노베이션,2026-01-15,2026-01-22,107600,112200,4.28
096770,SK이노베이션,2026-01-22,2026-01-29,112200,113500,1.16
000810,삼성화재,2026-04-15,2026-04-22,486000,461500,-5.04
272210,한화시스템,2025-09-15,2025-09-22,55800,57500,3.05
272210,한화시스템,2026-03-04,2026-03-11,116000,147700,27.33
033780,KT&G,2025-11-24,2025-12-01,146500,143500,-2.05
017670,SK텔레콤,2026-04-08,2026-04-15,89000,98100,10.22
011200,HMM,2025-12-01,2025-12-08,19980,20500,2.6
086280,현대글로비스,2025-11-03,2025-11-10,175100,165600,-5.43
138040,메리츠금융지주,2025-10-20,2025-10-27,118000,114000,-3.39
079550,LIG디펜스앤에어로스페이스,2026-02-24,2026-03-04,521000,619000,18.81
000720,현대건설,2026-04-08,2026-04-15,188700,179100,-5.09
024110,기업은행,2025-11-10,2025-11-17,20150,20500,1.74
006260,LS,2025-10-20,2025-10-27,197200,215000,9.03
006260,LS,2026-02-12,2026-02-24,250500,282500,12.77
003550,LG,2025-10-20,2025-10-27,76900,83100,8.06
047810,한국항공우주,2025-11-03,2025-11-10,108900,101200,-7.07
047810,한국항공우주,2025-11-17,2025-11-24,111200,103900,-6.56
278470,에이피알,2025-09-29,2025-10-13,246500,259000,5.07
278470,에이피알,2025-11-24,2025-12-01,247500,252500,2.02
307950,현대오토에버,2025-12-22,2025-12-30,307000,332000,8.14
071050,한국금융지주,2025-10-20,2025-10-27,175700,176500,0.46
071050,한국금융지주,2026-02-12,2026-02-24,246500,268000,8.72
011070,LG이노텍,2025-09-22,2025-09-29,193100,190600,-1.29
011070,LG이노텍,2026-01-08,2026-01-15,283000,279500,-1.24
047050,포스코인터내셔널,2026-02-12,2026-02-24,69000,73400,6.38
018260,삼성에스디에스,2025-09-08,2025-09-15,154300,167600,8.62
018260,삼성에스디에스,2025-11-03,2025-11-10,181600,174700,-3.8
018260,삼성에스디에스,2026-04-15,2026-04-22,178600,180100,0.84
047040,대우건설,2025-10-27,2025-11-03,3865,3560,-7.89
047040,대우건설,2025-12-08,2025-12-15,3705,3765,1.62
047040,대우건설,2026-01-15,2026-01-22,3970,4970,25.19
047040,대우건설,2026-04-08,2026-04-15,22550,28500,26.39
001440,대한전선,2025-12-15,2025-12-22,24400,23350,-4.3
001440,대한전선,2026-04-08,2026-04-15,31400,41250,31.37
0126Z0,삼성에피스홀딩스,2026-02-24,2026-03-04,674000,525000,-22.11
0126Z0,삼성에피스홀딩스,2026-04-15,2026-04-22,607000,562000,-7.41
010950,S-Oil,2025-09-29,2025-10-13,64800,66200,2.16
010950,S-Oil,2025-12-15,2025-12-22,86400,84000,-2.78
010950,S-Oil,2026-01-15,2026-01-22,91800,98500,7.3
010950,S-Oil,2026-03-04,2026-03-11,126500,114600,-9.41
010950,S-Oil,2026-04-29,2026-05-08,134300,116800,-13.03
005940,NH투자증권,2025-10-20,2025-10-27,21400,20700,-3.27
005940,NH투자증권,2025-11-10,2025-11-17,21950,21200,-3.42
005940,NH투자증권,2026-01-15,2026-01-22,22250,22850,2.7
016360,삼성증권,2025-10-20,2025-10-27,79000,78600,-0.51
028050,삼성E&A,2025-10-27,2025-11-03,28400,26500,-6.69
028050,삼성E&A,2026-04-01,2026-04-08,37900,50500,33.25
443060,HD현대마린솔루션,2026-04-01,2026-04-08,187600,176800,-5.76
352820,하이브,2025-12-15,2025-12-22,301000,309000,2.66
007660,이수페타시스,2025-11-17,2025-11-24,131500,125100,-4.87
007660,이수페타시스,2026-01-15,2026-01-22,122200,113100,-7.45
007660,이수페타시스,2026-01-29,2026-02-05,117900,120000,1.78
007660,이수페타시스,2026-02-24,2026-03-04,111900,98800,-11.71
003230,삼양식품,2026-01-22,2026-01-29,1235000,1216000,-1.54
003230,삼양식품,2026-02-12,2026-02-24,1219000,1232000,1.07
062040,산일전기,2025-09-15,2025-09-22,122000,122200,0.16
062040,산일전기,2026-01-29,2026-02-05,147100,146700,-0.27
062040,산일전기,2026-03-25,2026-04-01,165800,142000,-14.35
000880,한화,2026-01-08,2026-01-15,87100,136500,56.72
000880,한화,2026-02-24,2026-03-04,132000,113300,-14.17
005387,현대차2우B,2026-01-08,2026-01-15,225500,270000,19.73
267270,HD건설기계,2026-02-05,2026-02-12,126900,145000,14.26
267270,HD건설기계,2026-02-12,2026-02-24,145000,142000,-2.07
267270,HD건설기계,2026-04-01,2026-04-08,146200,160900,10.05
267270,HD건설기계,2026-04-08,2026-04-15,160900,159800,-0.68
009830,한화솔루션,2026-01-15,2026-01-22,29600,28100,-5.07
066970,엘앤에프,2025-12-08,2025-12-15,132000,127400,-3.48
066970,엘앤에프,2026-02-24,2026-03-04,124500,93200,-25.14
000500,가온전선,2026-04-15,2026-04-22,128000,180000,40.62
377300,카카오페이,2026-01-22,2026-01-29,52200,64800,24.14
161390,한국타이어앤테크놀로지,2026-01-15,2026-01-22,61800,66800,8.09
161390,한국타이어앤테크놀로지,2026-02-12,2026-02-24,73500,75100,2.18
161390,한국타이어앤테크놀로지,2026-04-08,2026-04-15,61500,60900,-0.98
180640,한진칼,2025-09-15,2025-09-22,119400,106500,-10.8
180640,한진칼,2025-11-24,2025-12-01,108900,101800,-6.52
180640,한진칼,2025-12-15,2025-12-22,120000,118200,-1.5
090430,아모레퍼시픽,2026-01-22,2026-01-29,126700,139500,10.1
090430,아모레퍼시픽,2026-04-29,2026-05-08,141400,129400,-8.49
000990,DB하이텍,2025-11-10,2025-11-17,61800,70400,13.92
000990,DB하이텍,2025-11-17,2025-11-24,70400,60800,-13.64
000990,DB하이텍,2026-04-08,2026-04-15,94400,98600,4.45
241560,두산밥캣,2026-02-12,2026-02-24,67000,65400,-2.39
000100,유한양행,2026-04-15,2026-04-22,97200,95100,-2.16
064400,LG씨엔에스,2025-11-03,2025-11-10,70000,56800,-18.86
064400,LG씨엔에스,2026-01-15,2026-01-22,68100,68000,-0.15
064400,LG씨엔에스,2026-04-15,2026-04-22,65700,68200,3.81
103590,일진전기,2026-04-08,2026-04-15,80000,86800,8.5
103590,일진전기,2026-04-15,2026-04-22,86800,87500,0.81
052690,한전기술,2025-12-08,2025-12-15,95900,96900,1.04
454910,두산로보틱스,2025-09-15,2025-09-22,64600,71200,10.22
454910,두산로보틱스,2026-01-15,2026-01-22,91300,115400,26.4
001040,CJ,2025-11-24,2025-12-01,182800,174900,-4.32
