Code,종목명,매수일,매도일,매수가,매도가,수익률(%)
005935,삼성전자우,2026-03-31,2026-04-07,114000,130900,14.82
402340,SK스퀘어,2026-07-13,2026-07-21,1161000,1253000,7.92
009150,삼성전기,2026-07-13,2026-07-21,1289000,1310000,1.63
009150,삼성전기,2026-07-21,2026-07-28,1310000,1114000,-14.96
373220,LG에너지솔루션,2025-12-29,2026-01-07,380000,370500,-2.5
373220,LG에너지솔루션,2026-01-07,2026-01-14,370500,389500,5.13
373220,LG에너지솔루션,2026-05-21,2026-05-29,401000,458000,14.21
005380,현대차,2026-03-31,2026-04-07,445500,473000,6.17
005380,현대차,2026-06-22,2026-06-29,581000,497000,-14.46
005380,현대차,2026-06-29,2026-07-06,497000,502000,1.01
005380,현대차,2026-07-06,2026-07-13,502000,444000,-11.55
005380,현대차,2026-07-13,2026-07-21,444000,399000,-10.14
005380,현대차,2026-07-21,2026-07-28,399000,364000,-8.77
005380,현대차,2026-07-28,2026-08-04,364000,392500,7.83
207940,삼성바이오로직스,2026-02-04,2026-02-11,1759000,1712000,-2.67
207940,삼성바이오로직스,2026-05-07,2026-05-14,1468000,1449000,-1.29
207940,삼성바이오로직스,2026-05-14,2026-05-21,1449000,1395000,-3.73
207940,삼성바이오로직스,2026-06-08,2026-06-15,1243000,1332000,7.16
032830,삼성생명,2026-07-13,2026-07-21,326000,316000,-3.07
032830,삼성생명,2026-07-28,2026-08-04,285000,278000,-2.46
028260,삼성물산,2026-07-28,2026-08-04,305000,322500,5.74
012450,한화에어로스페이스,2026-06-08,2026-06-15,1006000,1084000,7.75
012450,한화에어로스페이스,2026-06-15,2026-06-22,1084000,1125000,3.78
034020,두산에너빌리티,2026-05-29,2026-06-08,105600,85800,-18.75
034020,두산에너빌리티,2026-06-08,2026-06-15,85800,99800,16.32
034020,두산에너빌리티,2026-07-06,2026-07-13,85500,73200,-14.39
034020,두산에너빌리티,2026-07-21,2026-07-28,66800,64700,-3.14
055550,신한지주,2026-03-10,2026-03-17,89200,91200,2.24
000270,기아,2026-04-07,2026-04-14,150800,149200,-1.06
329180,HD현대중공업,2026-02-11,2026-02-23,537000,607000,13.04
329180,HD현대중공업,2026-03-31,2026-04-07,465000,470000,1.08
329180,HD현대중공업,2026-04-07,2026-04-14,470000,479000,1.91
329180,HD현대중공업,2026-07-06,2026-07-13,583000,487500,-16.38
329180,HD현대중공업,2026-07-13,2026-07-21,487500,451500,-7.38
329180,HD현대중공업,2026-07-21,2026-07-28,451500,451000,-0.11
329180,HD현대중공업,2026-07-28,2026-08-04,451000,483000,7.1
006400,삼성SDI,2025-12-29,2026-01-07,277500,270500,-2.52
006400,삼성SDI,2026-05-21,2026-05-29,616000,688000,11.69
068270,셀트리온,2026-03-17,2026-03-24,196352,190252,-3.11
012330,현대모비스,2026-06-22,2026-06-29,569000,502000,-11.78
012330,현대모비스,2026-07-06,2026-07-13,515000,487500,-5.34
034730,SK,2026-07-21,2026-07-28,596000,541000,-9.23
086790,하나금융지주,2026-03-10,2026-03-17,109900,109900,0.0
035420,NAVER,2026-02-23,2026-03-03,255500,236000,-7.63
035420,NAVER,2026-04-07,2026-04-14,195900,201500,2.86
035420,NAVER,2026-06-29,2026-07-06,204000,196600,-3.63
035420,NAVER,2026-07-06,2026-07-13,196600,188000,-4.37
066570,LG전자,2026-06-22,2026-06-29,227500,196700,-13.54
066570,LG전자,2026-07-06,2026-07-13,185700,185600,-0.05
010120,LS ELECTRIC,2026-05-29,2026-06-08,241500,208000,-13.87
298040,효성중공업,2026-05-29,2026-06-08,3685000,3196000,-13.27
267260,HD현대일렉트릭,2026-05-29,2026-06-08,1053000,889000,-15.57
267260,HD현대일렉트릭,2026-06-08,2026-06-15,889000,1194000,34.31
267260,HD현대일렉트릭,2026-07-21,2026-07-28,778000,705000,-9.38
010130,고려아연,2026-01-07,2026-01-14,1239000,1290000,4.12
010130,고려아연,2026-06-08,2026-06-15,1149000,1253000,9.05
042660,한화오션,2026-05-14,2026-05-21,120400,113600,-5.65
042660,한화오션,2026-05-21,2026-05-29,113600,123300,8.54
005490,POSCO홀딩스,2026-05-29,2026-06-08,423500,359000,-15.23
005490,POSCO홀딩스,2026-06-08,2026-06-15,359000,395000,10.03
005490,POSCO홀딩스,2026-06-22,2026-06-29,346500,333000,-3.9
005490,POSCO홀딩스,2026-07-06,2026-07-13,321500,308000,-4.2
009540,HD한국조선해양,2026-03-31,2026-04-07,344000,376000,9.3
009540,HD한국조선해양,2026-07-06,2026-07-13,365000,341500,-6.44
316140,우리금융지주,2026-03-10,2026-03-17,32100,32600,1.56
316140,우리금융지주,2026-03-17,2026-03-24,32600,32300,-0.92
316140,우리금융지주,2026-05-07,2026-05-14,33200,31800,-4.22
316140,우리금융지주,2026-05-14,2026-05-21,31800,30400,-4.4
316140,우리금융지주,2026-05-21,2026-05-29,30400,29700,-2.3
316140,우리금융지주,2026-05-29,2026-06-08,29700,28850,-2.86
017670,SK텔레콤,2026-06-29,2026-07-06,90200,86200,-4.43
017670,SK텔레콤,2026-07-06,2026-07-13,86200,85700,-0.58
042700,한미반도체,2026-03-31,2026-04-07,251000,253500,1.0
042700,한미반도체,2026-04-07,2026-04-14,253500,284000,12.03
042700,한미반도체,2026-07-06,2026-07-13,226500,205500,-9.27
015760,한국전력,2026-03-03,2026-03-10,50900,47600,-6.48
015760,한국전력,2026-03-17,2026-03-24,48200,46750,-3.01
015760,한국전력,2026-04-07,2026-04-14,39900,44350,11.15
015760,한국전력,2026-05-14,2026-05-21,39650,39400,-0.63
011200,HMM,2026-07-06,2026-07-13,19380,19550,0.88
138040,메리츠금융지주,2026-03-17,2026-03-24,111200,106100,-4.59
000150,두산,2026-06-22,2026-06-29,1631000,1478000,-9.38
000150,두산,2026-07-06,2026-07-13,1410000,1238000,-12.2
096770,SK이노베이션,2025-12-29,2026-01-07,103100,102000,-1.07
096770,SK이노베이션,2026-05-21,2026-05-29,118800,119200,0.34
096770,SK이노베이션,2026-06-08,2026-06-15,104600,112700,7.74
096770,SK이노베이션,2026-06-22,2026-06-29,100200,98400,-1.8
006800,미래에셋증권,2026-05-29,2026-06-08,61400,49750,-18.97
006800,미래에셋증권,2026-06-08,2026-06-15,49750,51600,3.72
006800,미래에셋증권,2026-06-15,2026-06-22,51600,46100,-10.66
006800,미래에셋증권,2026-06-22,2026-06-29,46100,43550,-5.53
051910,LG화학,2025-12-29,2026-01-07,338500,319500,-5.61
051910,LG화학,2026-01-07,2026-01-14,319500,330500,3.44
051910,LG화학,2026-07-06,2026-07-13,276500,260500,-5.79
018260,삼성에스디에스,2026-06-22,2026-06-29,208500,198700,-4.7
018260,삼성에스디에스,2026-06-29,2026-07-06,198700,193300,-2.72
018260,삼성에스디에스,2026-07-06,2026-07-13,193300,190200,-1.6
003550,LG,2026-06-22,2026-06-29,109900,100800,-8.28
003550,LG,2026-07-06,2026-07-13,101200,99300,-1.88
278470,에이피알,2025-12-29,2026-01-07,234500,219500,-6.4
278470,에이피알,2026-07-28,2026-08-04,333500,359500,7.8
267250,HD현대,2026-06-22,2026-06-29,224000,203000,-9.38
267250,HD현대,2026-07-06,2026-07-13,209000,198000,-5.26
010950,S-Oil,2026-05-21,2026-05-29,107300,107400,0.09
024110,기업은행,2026-04-07,2026-04-14,21350,22400,4.92
024110,기업은행,2026-05-21,2026-05-29,20400,20200,-0.98
003670,포스코퓨처엠,2026-01-07,2026-01-14,180000,188100,4.5
003670,포스코퓨처엠,2026-07-06,2026-07-13,159500,150700,-5.52
003670,포스코퓨처엠,2026-07-21,2026-07-28,138600,132900,-4.11
035720,카카오,2026-03-31,2026-04-07,45800,46400,1.31
035720,카카오,2026-05-07,2026-05-14,45250,45950,1.55
035720,카카오,2026-06-22,2026-06-29,36800,35850,-2.58
079550,LIG디펜스앤에어로스페이스,2026-02-04,2026-02-11,469000,457500,-2.45
079550,LIG디펜스앤에어로스페이스,2026-07-06,2026-07-13,815000,725000,-11.04
064350,현대로템,2026-03-31,2026-04-07,169500,211000,24.48
064350,현대로템,2026-05-21,2026-05-29,195500,200500,2.56
064350,현대로템,2026-07-28,2026-08-04,122600,139900,14.11
011070,LG이노텍,2026-02-04,2026-02-11,247000,251000,1.62
011070,LG이노텍,2026-06-22,2026-06-29,1130000,915000,-19.03
011070,LG이노텍,2026-07-06,2026-07-13,855000,661000,-22.69
011070,LG이노텍,2026-07-13,2026-07-21,661000,629000,-4.84
011070,LG이노텍,2026-07-21,2026-07-28,629000,514000,-18.28
011070,LG이노텍,2026-07-28,2026-08-04,514000,525000,2.14
000720,현대건설,2026-04-28,2026-05-07,167100,167400,0.18
000720,현대건설,2026-06-08,2026-06-15,116500,145000,24.46
000720,현대건설,2026-07-06,2026-07-13,115000,101500,-11.74
272210,한화시스템,2026-03-31,2026-04-07,114100,131700,15.43
272210,한화시스템,2026-05-07,2026-05-14,116700,116100,-0.51
272210,한화시스템,2026-05-14,2026-05-21,116100,103800,-10.59
272210,한화시스템,2026-07-06,2026-07-13,80900,66500,-17.8
030200,KT,2026-05-07,2026-05-14,59500,61600,3.53
030200,KT,2026-05-29,2026-06-08,52800,53900,2.08
030200,KT,2026-06-08,2026-06-15,53900,55400,2.78
047810,한국항공우주,2026-04-28,2026-05-07,168000,171800,2.26
047810,한국항공우주,2026-06-08,2026-06-15,125000,147600,18.08
005830,DB손해보험,2026-06-08,2026-06-15,136200,152400,11.89
078930,GS,2025-12-29,2026-01-07,54000,57000,5.56
003230,삼양식품,2026-03-10,2026-03-17,1030000,1082000,5.05
003230,삼양식품,2026-06-08,2026-06-15,1069000,1139000,6.55
003230,삼양식품,2026-06-15,2026-06-22,1139000,1070000,-6.06
307950,현대오토에버,2026-06-22,2026-06-29,624000,531000,-14.9
307950,현대오토에버,2026-06-29,2026-07-06,531000,494500,-6.87
307950,현대오토에버,2026-07-06,2026-07-13,494500,438000,-11.43
307950,현대오토에버,2026-07-13,2026-07-21,438000,376500,-14.04
307950,현대오토에버,2026-07-21,2026-07-28,376500,341500,-9.3
003490,대한항공,2026-07-28,2026-08-04,25250,26100,3.37
323410,카카오뱅크,2026-03-17,2026-03-24,23950,23800,-0.63
259960,크래프톤,2026-06-15,2026-06-22,236500,225000,-4.86
443060,HD현대마린솔루션,2026-07-06,2026-07-13,208000,193600,-6.92
443060,HD현대마린솔루션,2026-07-21,2026-07-28,184300,192000,4.18
005940,NH투자증권,2026-05-29,2026-06-08,30200,29450,-2.48
0126Z0,삼성에피스홀딩스,2026-03-18,2026-03-25,538000,540000,0.37
0126Z0,삼성에피스홀딩스,2026-05-08,2026-05-15,530000,507000,-4.34
0126Z0,삼성에피스홀딩스,2026-05-15,2026-05-22,507000,500000,-1.38
0126Z0,삼성에피스홀딩스,2026-06-23,2026-06-30,383000,430000,12.27
047050,포스코인터내셔널,2025-12-29,2026-01-07,50400,48350,-4.07
047050,포스코인터내셔널,2026-01-07,2026-01-14,48350,55200,14.17
047050,포스코인터내셔널,2026-05-21,2026-05-29,67000,63800,-4.78
047050,포스코인터내셔널,2026-05-29,2026-06-08,63800,54800,-14.11
047050,포스코인터내셔널,2026-06-08,2026-06-15,54800,59900,9.31
047050,포스코인터내셔널,2026-06-15,2026-06-22,59900,53200,-11.19
047050,포스코인터내셔널,2026-07-06,2026-07-13,50000,50600,1.2
090430,아모레퍼시픽,2026-03-10,2026-03-17,129200,132700,2.71
