Code,종목명,섹터,DIV,DPS,PER,ROE,종가,시총_억,평가
348950,제이알글로벌리츠,부동산,26.23,310.0,5.52,1.35,1182,2333,◎ 초고배당(26.2%)
432320,KB스타리츠,부동산,21.11,312.0,-1.36,-7.28,1478,2228,◎ 초고배당(21.1%)
017800,현대엘리베이터,기계,20.69,14010.0,10.4,20.11,67700,26466,◎ 초고배당(20.7%)
381970,케이카,자동차,16.74,1200.0,7.47,22.63,7170,3500,◎ 초고배당(16.7%)
377190,디앤디플랫폼리츠,부동산,12.11,240.0,28.72,1.67,1982,1752,◎ 초고배당(12.1%)
088260,이리츠코크렙,부동산,11.74,350.0,13.55,3.17,2980,1888,◎ 초고배당(11.7%)
016450,한세예스24홀딩스,"섬유,의류,신발,호화품",11.53,500.0,-7.9,-6.86,4335,1734,◎ 초고배당(11.5%)
400760,NH올원리츠,부동산,10.69,316.0,370.0,0.72,2960,1626,◎ 초고배당(10.7%)
092790,넥스틸,철강,10.64,1155.0,15.04,7.76,10860,2824,◎ 초고배당(10.6%)
071320,지역난방공사,복합유틸리티,9.62,6157.0,2.3,14.84,64000,7410,◎ 초고배당(9.6%)
